college_id,college_name,college_state,college_city,college_type,stream_offered,last_year_cutoff,affiliation,facilities,scholarships_available,admission_status,contact_email,contact_phone,website
COLL0499,Tamil Institute of Humanities Education & Research,Tamil Nadu,City_21,Government,Humanities,63.6,NAAC Accredited,"Cultural Center, Sports",Need-based,Closed,info@coll0499.edu.in,+91-6873348034,www.coll0499.ac.in
COLL0500,Gujarat Institute of Science Education & Research,Gujarat,City_31,Government Aided,Science (PCB),81.3,AICTE,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0500.edu.in,+91-1431547711,www.coll0500.ac.in
COLL0501,Andhra Institute of Science Education & Research,Andhra Pradesh,City_39,Government,Science (PCM),74.5,State Board,"Cultural Center, Sports",SC/ST,Closed,info@coll0501.edu.in,+91-8594163717,www.coll0501.ac.in
COLL0502,Haryana Institute of Commerce Education & Research,Haryana,City_23,Government Aided,Commerce,70.3,Autonomous,"Hostel, Library, Labs",Need-based,Upcoming,info@coll0502.edu.in,+91-7875570740,www.coll0502.ac.in
COLL0503,Karnataka Institute of Vocational Education & Research,Karnataka,City_17,Central University,Vocational,72.0,AICTE,"Cultural Center, Sports",SC/ST,Open,info@coll0503.edu.in,+91-3871203945,www.coll0503.ac.in
COLL0504,Punjab Institute of Science Education & Research,Punjab,City_33,Government,Science (PCM),57.3,State Board,"Hostel, Library, Labs",Need-based,Closed,info@coll0504.edu.in,+91-4228860474,www.coll0504.ac.in
COLL0505,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_35,Government,Science (PCM),58.5,State Board,"Digital Classrooms, Labs",Minority,Closed,info@coll0505.edu.in,+91-6089695443,www.coll0505.ac.in
COLL0506,Madhya Institute of Commerce Education & Research,Madhya Pradesh,City_48,Government,Commerce,66.9,State Board,"Digital Classrooms, Labs",,Open,info@coll0506.edu.in,+91-4873200121,www.coll0506.ac.in
COLL0507,Punjab Institute of Commerce Education & Research,Punjab,City_35,Government Aided,Commerce,79.7,UGC,"Labs, Sports",,Closed,info@coll0507.edu.in,+91-4547196277,www.coll0507.ac.in
COLL0508,Delhi Institute of Vocational Education & Research,Delhi,City_9,Government,Vocational,70.0,NAAC Accredited,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0508.edu.in,+91-5984822630,www.coll0508.ac.in
COLL0509,Delhi Institute of Vocational Education & Research,Delhi,City_50,Government Aided,Vocational,67.2,Autonomous,"Digital Classrooms, Labs",Minority,Open,info@coll0509.edu.in,+91-2574322701,www.coll0509.ac.in
COLL0510,Rajasthan Institute of Commerce Education & Research,Rajasthan,City_13,Government,Commerce,51.1,NAAC Accredited,"Labs, Sports",Need-based,Upcoming,info@coll0510.edu.in,+91-5599531423,www.coll0510.ac.in
COLL0511,Karnataka Institute of Humanities Education & Research,Karnataka,City_16,Government,Humanities,94.9,UGC,"Labs, Sports",Need-based,Upcoming,info@coll0511.edu.in,+91-1943015920,www.coll0511.ac.in
COLL0512,Jharkhand Institute of Humanities Education & Research,Jharkhand,City_3,Central University,Humanities,80.7,State Board,"Hostel, Library, Labs",SC/ST,Open,info@coll0512.edu.in,+91-4994583017,www.coll0512.ac.in
COLL0513,Rajasthan Institute of Commerce Education & Research,Rajasthan,City_27,Government,Commerce,66.1,Autonomous,"Labs, Sports",Need-based,Open,info@coll0513.edu.in,+91-7994704675,www.coll0513.ac.in
COLL0514,Haryana Institute of Humanities Education & Research,Haryana,City_48,Government,Humanities,68.7,Autonomous,"Library, WiFi, Hostel",,Closed,info@coll0514.edu.in,+91-9698227747,www.coll0514.ac.in
COLL0515,Telangana Institute of Humanities Education & Research,Telangana,City_11,Government Aided,Humanities,77.1,State Board,"Labs, Sports",SC/ST,Upcoming,info@coll0515.edu.in,+91-8620944106,www.coll0515.ac.in
COLL0516,Bihar Institute of Science Education & Research,Bihar,City_34,Government,Science (PCM),73.6,AICTE,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0516.edu.in,+91-5685384506,www.coll0516.ac.in
COLL0517,Andhra Institute of Vocational Education & Research,Andhra Pradesh,City_26,Central University,Vocational,74.8,UGC,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0517.edu.in,+91-4969457761,www.coll0517.ac.in
COLL0518,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_4,Government Aided,Science (PCM),51.3,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Open,info@coll0518.edu.in,+91-4011364886,www.coll0518.ac.in
COLL0519,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_21,Government,Science (PCM),68.6,State Board,"Labs, Sports",Minority,Upcoming,info@coll0519.edu.in,+91-3831394410,www.coll0519.ac.in
COLL0520,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_38,Government,Vocational,81.6,State Board,"Digital Classrooms, Labs",,Open,info@coll0520.edu.in,+91-1188646349,www.coll0520.ac.in
COLL0521,Gujarat Institute of Humanities Education & Research,Gujarat,City_45,Government,Humanities,60.9,UGC,"Library, WiFi, Hostel",,Upcoming,info@coll0521.edu.in,+91-3066911387,www.coll0521.ac.in
COLL0522,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_6,Government,Science (PCB),78.0,State Board,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0522.edu.in,+91-9491358930,www.coll0522.ac.in
COLL0523,Uttar Institute of Science Education & Research,Uttar Pradesh,City_4,Government Aided,Science (PCM),64.6,NAAC Accredited,"Cultural Center, Sports",Need-based,Closed,info@coll0523.edu.in,+91-3454136296,www.coll0523.ac.in
COLL0524,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_18,Government,Science (PCM),75.0,UGC,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0524.edu.in,+91-6034977431,www.coll0524.ac.in
COLL0525,Punjab Institute of Science Education & Research,Punjab,City_24,Central University,Science (PCB),63.3,Autonomous,"Labs, Sports",Minority,Open,info@coll0525.edu.in,+91-2510192276,www.coll0525.ac.in
COLL0526,Karnataka Institute of Science Education & Research,Karnataka,City_49,Government Aided,Science (PCM),73.0,State Board,"Cultural Center, Sports",Minority,Closed,info@coll0526.edu.in,+91-9967720400,www.coll0526.ac.in
COLL0527,Kerala Institute of Vocational Education & Research,Kerala,City_49,Government,Vocational,56.3,NAAC Accredited,"Labs, Sports",Merit-based,Upcoming,info@coll0527.edu.in,+91-3133257121,www.coll0527.ac.in
COLL0528,Delhi Institute of Vocational Education & Research,Delhi,City_18,Government,Vocational,73.7,NAAC Accredited,"Cultural Center, Sports",SC/ST,Closed,info@coll0528.edu.in,+91-3645265002,www.coll0528.ac.in
COLL0529,Haryana Institute of Vocational Education & Research,Haryana,City_25,Central University,Vocational,77.1,AICTE,"Digital Classrooms, Labs",Minority,Closed,info@coll0529.edu.in,+91-2591437275,www.coll0529.ac.in
COLL0530,Telangana Institute of Science Education & Research,Telangana,City_6,Government Aided,Science (PCM),69.5,Autonomous,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0530.edu.in,+91-4899365708,www.coll0530.ac.in
COLL0531,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_34,Government,Science (PCB),93.1,NAAC Accredited,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0531.edu.in,+91-5834935058,www.coll0531.ac.in
COLL0532,Jharkhand Institute of Science Education & Research,Jharkhand,City_5,Government,Science (PCM),60.7,AICTE,"Labs, Sports",Minority,Closed,info@coll0532.edu.in,+91-3180178253,www.coll0532.ac.in
COLL0533,Andhra Institute of Science Education & Research,Andhra Pradesh,City_28,Government,Science (PCM),74.7,NAAC Accredited,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0533.edu.in,+91-6836596998,www.coll0533.ac.in
COLL0534,Karnataka Institute of Science Education & Research,Karnataka,City_20,Government,Science (PCM),79.9,AICTE,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0534.edu.in,+91-6084959025,www.coll0534.ac.in
COLL0535,Assam Institute of Commerce Education & Research,Assam,City_28,Central University,Commerce,63.8,NAAC Accredited,"Labs, Sports",SC/ST,Open,info@coll0535.edu.in,+91-5473504227,www.coll0535.ac.in
COLL0536,Haryana Institute of Commerce Education & Research,Haryana,City_13,Government,Commerce,64.4,NAAC Accredited,"Hostel, Library, Labs",Merit-based,Open,info@coll0536.edu.in,+91-6815835822,www.coll0536.ac.in
COLL0537,West Institute of Vocational Education & Research,West Bengal,City_42,Government,Vocational,81.6,NAAC Accredited,"Cultural Center, Sports",Merit-based,Closed,info@coll0537.edu.in,+91-9752369257,www.coll0537.ac.in
COLL0538,Haryana Institute of Humanities Education & Research,Haryana,City_23,Government Aided,Humanities,71.6,State Board,"Hostel, Library, Labs",Merit-based,Open,info@coll0538.edu.in,+91-4650964889,www.coll0538.ac.in
COLL0539,Assam Institute of Humanities Education & Research,Assam,City_19,Government,Humanities,53.9,UGC,"Cultural Center, Sports",Merit-based,Open,info@coll0539.edu.in,+91-3364090457,www.coll0539.ac.in
COLL0540,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_16,Government,Commerce,84.6,State Board,"Library, WiFi, Hostel",,Closed,info@coll0540.edu.in,+91-2956633469,www.coll0540.ac.in
COLL0541,Tamil Institute of Science Education & Research,Tamil Nadu,City_1,Government,Science (PCM),74.7,State Board,"Cultural Center, Sports",Merit-based,Upcoming,info@coll0541.edu.in,+91-7201853084,www.coll0541.ac.in
COLL0542,Chhattisgarh Institute of Vocational Education & Research,Chhattisgarh,City_4,Government,Vocational,71.2,UGC,"Labs, Sports",Minority,Open,info@coll0542.edu.in,+91-4986115140,www.coll0542.ac.in
COLL0543,Tamil Institute of Humanities Education & Research,Tamil Nadu,City_24,Government,Humanities,64.2,State Board,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0543.edu.in,+91-6775436203,www.coll0543.ac.in
COLL0544,Punjab Institute of Humanities Education & Research,Punjab,City_38,Government,Humanities,65.1,Autonomous,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0544.edu.in,+91-3381970372,www.coll0544.ac.in
COLL0545,Maharashtra Institute of Science Education & Research,Maharashtra,City_21,Government,Science (PCB),64.1,Autonomous,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0545.edu.in,+91-5591506696,www.coll0545.ac.in
COLL0546,Delhi Institute of Science Education & Research,Delhi,City_38,Government,Science (PCB),70.6,State Board,"Hostel, Library, Labs",SC/ST,Closed,info@coll0546.edu.in,+91-8625461605,www.coll0546.ac.in
COLL0547,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_4,Government Aided,Humanities,82.2,NAAC Accredited,"Labs, Sports",,Closed,info@coll0547.edu.in,+91-1777811682,www.coll0547.ac.in
COLL0548,Haryana Institute of Vocational Education & Research,Haryana,City_23,Government,Vocational,73.3,State Board,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0548.edu.in,+91-9987815396,www.coll0548.ac.in
COLL0549,Maharashtra Institute of Commerce Education & Research,Maharashtra,City_44,Government,Commerce,62.8,State Board,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0549.edu.in,+91-7941929533,www.coll0549.ac.in
COLL0550,Assam Institute of Science Education & Research,Assam,City_34,Government Aided,Science (PCB),56.3,State Board,"Cultural Center, Sports",Merit-based,Closed,info@coll0550.edu.in,+91-7629103648,www.coll0550.ac.in
COLL0551,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_34,Government,Science (PCB),76.4,NAAC Accredited,"Labs, Sports",Need-based,Closed,info@coll0551.edu.in,+91-1026285947,www.coll0551.ac.in
COLL0552,Tamil Institute of Science Education & Research,Tamil Nadu,City_4,Government,Science (PCM),74.2,NAAC Accredited,"Hostel, Library, Labs",Need-based,Open,info@coll0552.edu.in,+91-5537416214,www.coll0552.ac.in
COLL0553,Madhya Institute of Science Education & Research,Madhya Pradesh,City_29,Government Aided,Science (PCM),81.8,NAAC Accredited,"Cultural Center, Sports",Need-based,Upcoming,info@coll0553.edu.in,+91-8899132248,www.coll0553.ac.in
COLL0554,Jharkhand Institute of Vocational Education & Research,Jharkhand,City_28,Government,Vocational,59.5,State Board,"Cultural Center, Sports",Need-based,Upcoming,info@coll0554.edu.in,+91-6692355571,www.coll0554.ac.in
COLL0555,Tamil Institute of Vocational Education & Research,Tamil Nadu,City_24,Government,Vocational,92.3,State Board,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0555.edu.in,+91-4047677021,www.coll0555.ac.in
COLL0556,Uttar Institute of Commerce Education & Research,Uttar Pradesh,City_37,Central University,Commerce,77.3,Autonomous,"Cultural Center, Sports",Minority,Closed,info@coll0556.edu.in,+91-2944315122,www.coll0556.ac.in
COLL0557,Punjab Institute of Humanities Education & Research,Punjab,City_44,Government,Humanities,72.0,AICTE,"Hostel, Library, Labs",SC/ST,Open,info@coll0557.edu.in,+91-2993468553,www.coll0557.ac.in
COLL0558,Delhi Institute of Science Education & Research,Delhi,City_20,Government,Science (PCB),68.2,Autonomous,"Labs, Sports",Need-based,Open,info@coll0558.edu.in,+91-3708519264,www.coll0558.ac.in
COLL0559,Telangana Institute of Science Education & Research,Telangana,City_25,Central University,Science (PCB),63.4,AICTE,"Cultural Center, Sports",Minority,Closed,info@coll0559.edu.in,+91-6324021068,www.coll0559.ac.in
COLL0560,Assam Institute of Science Education & Research,Assam,City_41,Government Aided,Science (PCM),78.3,NAAC Accredited,"Labs, Sports",Minority,Closed,info@coll0560.edu.in,+91-9538529621,www.coll0560.ac.in
COLL0561,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_19,Government,Humanities,61.6,UGC,"Cultural Center, Sports",,Upcoming,info@coll0561.edu.in,+91-7872449929,www.coll0561.ac.in
COLL0562,Uttar Institute of Commerce Education & Research,Uttar Pradesh,City_10,Government Aided,Commerce,69.2,State Board,"Hostel, Library, Labs",Merit-based,Closed,info@coll0562.edu.in,+91-2066585304,www.coll0562.ac.in
COLL0563,West Institute of Science Education & Research,West Bengal,City_40,Government,Science (PCB),70.0,NAAC Accredited,"Labs, Sports",SC/ST,Open,info@coll0563.edu.in,+91-4742491872,www.coll0563.ac.in
COLL0564,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_46,Government,Science (PCB),67.9,NAAC Accredited,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0564.edu.in,+91-8008629192,www.coll0564.ac.in
COLL0565,Tamil Institute of Vocational Education & Research,Tamil Nadu,City_46,Government,Vocational,74.4,UGC,"Labs, Sports",SC/ST,Closed,info@coll0565.edu.in,+91-9889940852,www.coll0565.ac.in
COLL0566,Punjab Institute of Vocational Education & Research,Punjab,City_2,Government,Vocational,52.7,UGC,"Hostel, Library, Labs",,Closed,info@coll0566.edu.in,+91-5743762172,www.coll0566.ac.in
COLL0567,Madhya Institute of Commerce Education & Research,Madhya Pradesh,City_23,Government,Commerce,56.1,UGC,"Labs, Sports",,Closed,info@coll0567.edu.in,+91-5036765631,www.coll0567.ac.in
COLL0568,Bihar Institute of Science Education & Research,Bihar,City_30,Government Aided,Science (PCM),54.3,NAAC Accredited,"Labs, Sports",SC/ST,Closed,info@coll0568.edu.in,+91-4521479493,www.coll0568.ac.in
COLL0569,Madhya Institute of Science Education & Research,Madhya Pradesh,City_36,Government Aided,Science (PCB),63.8,AICTE,"Hostel, Library, Labs",Minority,Upcoming,info@coll0569.edu.in,+91-1620004756,www.coll0569.ac.in
COLL0570,Maharashtra Institute of Science Education & Research,Maharashtra,City_45,Government,Science (PCB),54.4,Autonomous,"Hostel, Library, Labs",,Upcoming,info@coll0570.edu.in,+91-8305270027,www.coll0570.ac.in
COLL0571,Kerala Institute of Science Education & Research,Kerala,City_31,Government,Science (PCM),79.3,State Board,"Hostel, Library, Labs",SC/ST,Closed,info@coll0571.edu.in,+91-6719112975,www.coll0571.ac.in
COLL0572,Delhi Institute of Vocational Education & Research,Delhi,City_32,Government,Vocational,95.0,Autonomous,"Library, WiFi, Hostel",SC/ST,Open,info@coll0572.edu.in,+91-1672434317,www.coll0572.ac.in
COLL0573,Chhattisgarh Institute of Humanities Education & Research,Chhattisgarh,City_8,Government Aided,Humanities,72.7,AICTE,"Library, WiFi, Hostel",,Closed,info@coll0573.edu.in,+91-8092580633,www.coll0573.ac.in
COLL0574,Jharkhand Institute of Commerce Education & Research,Jharkhand,City_16,Government Aided,Commerce,62.1,NAAC Accredited,"Cultural Center, Sports",Minority,Closed,info@coll0574.edu.in,+91-2896855746,www.coll0574.ac.in
COLL0575,Madhya Institute of Vocational Education & Research,Madhya Pradesh,City_36,Government Aided,Vocational,66.8,NAAC Accredited,"Digital Classrooms, Labs",SC/ST,Open,info@coll0575.edu.in,+91-3552018628,www.coll0575.ac.in
COLL0576,Karnataka Institute of Science Education & Research,Karnataka,City_19,Government Aided,Science (PCB),71.8,NAAC Accredited,"Hostel, Library, Labs",Merit-based,Closed,info@coll0576.edu.in,+91-3015773297,www.coll0576.ac.in
COLL0577,West Institute of Science Education & Research,West Bengal,City_16,Central University,Science (PCB),69.0,AICTE,"Labs, Sports",,Open,info@coll0577.edu.in,+91-4834865214,www.coll0577.ac.in
COLL0578,Bihar Institute of Commerce Education & Research,Bihar,City_10,Government Aided,Commerce,52.8,Autonomous,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0578.edu.in,+91-1475678095,www.coll0578.ac.in
COLL0579,Karnataka Institute of Commerce Education & Research,Karnataka,City_20,Government,Commerce,75.2,NAAC Accredited,"Cultural Center, Sports",,Closed,info@coll0579.edu.in,+91-9044287306,www.coll0579.ac.in
COLL0580,Karnataka Institute of Commerce Education & Research,Karnataka,City_19,Government Aided,Commerce,60.0,AICTE,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0580.edu.in,+91-4388892371,www.coll0580.ac.in
COLL0581,Odisha Institute for Advanced Commerce Studies,Odisha,City_32,Government,Commerce,65.6,Autonomous,"Labs, Sports",SC/ST,Closed,info@coll0581.edu.in,+91-7270965382,www.coll0581.ac.in
COLL0582,Telangana Institute of Commerce Education & Research,Telangana,City_37,Government,Commerce,67.4,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0582.edu.in,+91-6936817621,www.coll0582.ac.in
COLL0583,Tamil Institute of Humanities Education & Research,Tamil Nadu,City_27,Government,Humanities,65.6,Autonomous,"Digital Classrooms, Labs",SC/ST,Upcoming,info@coll0583.edu.in,+91-1141802150,www.coll0583.ac.in
COLL0584,Kerala Institute of Humanities Education & Research,Kerala,City_26,Government,Humanities,78.9,State Board,"Library, WiFi, Hostel",Merit-based,Open,info@coll0584.edu.in,+91-2594102113,www.coll0584.ac.in
COLL0585,Madhya Institute of Vocational Education & Research,Madhya Pradesh,City_1,Government Aided,Vocational,64.1,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Open,info@coll0585.edu.in,+91-9116155924,www.coll0585.ac.in
COLL0586,Karnataka Institute of Vocational Education & Research,Karnataka,City_8,Government,Vocational,77.4,Autonomous,"Labs, Sports",Merit-based,Open,info@coll0586.edu.in,+91-1004549014,www.coll0586.ac.in
COLL0587,Telangana Institute of Humanities Education & Research,Telangana,City_7,Government Aided,Humanities,78.4,UGC,"Hostel, Library, Labs",Minority,Closed,info@coll0587.edu.in,+91-3944918497,www.coll0587.ac.in
COLL0588,Karnataka Institute of Science Education & Research,Karnataka,City_17,Central University,Science (PCB),65.4,NAAC Accredited,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0588.edu.in,+91-5451371840,www.coll0588.ac.in
COLL0589,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_17,Government,Science (PCM),69.1,Autonomous,"Hostel, Library, Labs",Merit-based,Closed,info@coll0589.edu.in,+91-3716573437,www.coll0589.ac.in
COLL0590,Telangana Institute of Vocational Education & Research,Telangana,City_39,Government,Vocational,72.4,UGC,"Labs, Sports",SC/ST,Upcoming,info@coll0590.edu.in,+91-4725188115,www.coll0590.ac.in
COLL0591,Chhattisgarh Institute of Vocational Education & Research,Chhattisgarh,City_37,Government,Vocational,60.9,UGC,"Labs, Sports",Need-based,Upcoming,info@coll0591.edu.in,+91-6838988075,www.coll0591.ac.in
COLL0592,Telangana Institute of Science Education & Research,Telangana,City_21,Government,Science (PCM),79.3,AICTE,"Hostel, Library, Labs",SC/ST,Upcoming,info@coll0592.edu.in,+91-3631663519,www.coll0592.ac.in
COLL0593,Odisha Institute of Science Education & Research,Odisha,City_40,Central University,Science (PCM),72.9,Autonomous,"Labs, Sports",,Open,info@coll0593.edu.in,+91-3972388536,www.coll0593.ac.in
COLL0594,Kerala Institute of Vocational Education & Research,Kerala,City_16,Central University,Vocational,81.1,NAAC Accredited,"Cultural Center, Sports",SC/ST,Open,info@coll0594.edu.in,+91-1995613765,www.coll0594.ac.in
COLL0595,Maharashtra Institute of Commerce Education & Research,Maharashtra,City_21,Government Aided,Commerce,92.5,NAAC Accredited,"Labs, Sports",Need-based,Open,info@coll0595.edu.in,+91-1289270979,www.coll0595.ac.in
COLL0596,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_31,Central University,Science (PCM),69.0,UGC,"Hostel, Library, Labs",Need-based,Closed,info@coll0596.edu.in,+91-5410463830,www.coll0596.ac.in
COLL0597,Gujarat Institute of Science Education & Research,Gujarat,City_13,Government,Science (PCM),71.8,AICTE,"Digital Classrooms, Labs",Minority,Open,info@coll0597.edu.in,+91-4095125299,www.coll0597.ac.in
COLL0598,Punjab Institute of Vocational Education & Research,Punjab,City_40,Government,Vocational,70.9,Autonomous,"Library, WiFi, Hostel",,Upcoming,info@coll0598.edu.in,+91-5384297502,www.coll0598.ac.in
COLL0599,Kerala Institute of Humanities Education & Research,Kerala,City_8,Government Aided,Humanities,59.4,State Board,"Hostel, Library, Labs",Minority,Open,info@coll0599.edu.in,+91-9632188388,www.coll0599.ac.in
COLL0600,Kerala Institute of Humanities Education & Research,Kerala,City_47,Government Aided,Humanities,64.2,AICTE,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0600.edu.in,+91-7244099626,www.coll0600.ac.in
COLL0601,Jharkhand Institute of Humanities Education & Research,Jharkhand,City_47,Government,Humanities,81.8,Autonomous,"Labs, Sports",Minority,Upcoming,info@coll0601.edu.in,+91-9761617352,www.coll0601.ac.in
COLL0602,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_9,Government Aided,Commerce,71.5,State Board,"Hostel, Library, Labs",Need-based,Open,info@coll0602.edu.in,+91-4126225210,www.coll0602.ac.in
COLL0603,Rajasthan Institute of Humanities Education & Research,Rajasthan,City_24,Government Aided,Humanities,66.9,UGC,"Digital Classrooms, Labs",Need-based,Closed,info@coll0603.edu.in,+91-3282695305,www.coll0603.ac.in
COLL0604,Gujarat Institute of Vocational Education & Research,Gujarat,City_5,Government,Vocational,79.4,Autonomous,"Cultural Center, Sports",SC/ST,Open,info@coll0604.edu.in,+91-4363357801,www.coll0604.ac.in
COLL0605,Andhra Institute of Science Education & Research,Andhra Pradesh,City_7,Government,Science (PCM),61.6,UGC,"Library, WiFi, Hostel",SC/ST,Open,info@coll0605.edu.in,+91-3601288361,www.coll0605.ac.in
COLL0606,Haryana Institute of Science Education & Research,Haryana,City_11,Government,Science (PCM),57.5,NAAC Accredited,"Digital Classrooms, Labs",Merit-based,Upcoming,info@coll0606.edu.in,+91-7957691509,www.coll0606.ac.in
COLL0607,West Institute of Science Education & Research,West Bengal,City_36,Government,Science (PCB),67.2,AICTE,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0607.edu.in,+91-9137757067,www.coll0607.ac.in
COLL0608,Tamil Institute of Science Education & Research,Tamil Nadu,City_11,Central University,Science (PCM),54.2,UGC,"Cultural Center, Sports",,Closed,info@coll0608.edu.in,+91-3182098791,www.coll0608.ac.in
COLL0609,Madhya Institute of Science Education & Research,Madhya Pradesh,City_7,Government,Science (PCB),69.1,UGC,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0609.edu.in,+91-1922452638,www.coll0609.ac.in
COLL0610,Tamil Institute of Vocational Education & Research,Tamil Nadu,City_19,Government,Vocational,71.3,State Board,"Hostel, Library, Labs",,Upcoming,info@coll0610.edu.in,+91-1566391401,www.coll0610.ac.in
COLL0611,Karnataka Institute of Science Education & Research,Karnataka,City_11,Government,Science (PCM),64.1,NAAC Accredited,"Labs, Sports",Minority,Open,info@coll0611.edu.in,+91-8118543927,www.coll0611.ac.in
COLL0612,Odisha Institute of Humanities Education & Research,Odisha,City_44,Government,Humanities,66.3,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0612.edu.in,+91-6192882609,www.coll0612.ac.in
COLL0613,Assam Institute of Science Education & Research,Assam,City_30,Government Aided,Science (PCM),70.2,Autonomous,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0613.edu.in,+91-9667949576,www.coll0613.ac.in
COLL0614,Tamil Institute of Commerce Education & Research,Tamil Nadu,City_22,Government,Commerce,73.7,State Board,"Hostel, Library, Labs",SC/ST,Closed,info@coll0614.edu.in,+91-2728342362,www.coll0614.ac.in
COLL0615,Odisha Institute of Science Education & Research,Odisha,City_46,Government,Science (PCB),85.8,NAAC Accredited,"Hostel, Library, Labs",Minority,Upcoming,info@coll0615.edu.in,+91-1336115518,www.coll0615.ac.in
COLL0616,Karnataka Institute of Commerce Education & Research,Karnataka,City_9,Government Aided,Commerce,75.3,State Board,"Cultural Center, Sports",Need-based,Upcoming,info@coll0616.edu.in,+91-6638114097,www.coll0616.ac.in
COLL0617,Maharashtra Institute of Commerce Education & Research,Maharashtra,City_12,Government,Commerce,72.1,AICTE,"Library, WiFi, Hostel",,Open,info@coll0617.edu.in,+91-9015815108,www.coll0617.ac.in
COLL0618,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_33,Government,Science (PCM),80.5,State Board,"Cultural Center, Sports",,Closed,info@coll0618.edu.in,+91-8647940376,www.coll0618.ac.in
COLL0619,Kerala Institute of Humanities Education & Research,Kerala,City_29,Government,Humanities,48.9,NAAC Accredited,"Cultural Center, Sports",Merit-based,Open,info@coll0619.edu.in,+91-6267924685,www.coll0619.ac.in
COLL0620,Rajasthan Institute of Commerce Education & Research,Rajasthan,City_36,Government,Commerce,78.1,Autonomous,"Hostel, Library, Labs",Merit-based,Open,info@coll0620.edu.in,+91-7257438704,www.coll0620.ac.in
COLL0621,Assam Institute of Vocational Education & Research,Assam,City_48,Government,Vocational,81.1,State Board,"Hostel, Library, Labs",Need-based,Closed,info@coll0621.edu.in,+91-7181859100,www.coll0621.ac.in
COLL0622,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_24,Government,Commerce,89.8,UGC,"Labs, Sports",Merit-based,Closed,info@coll0622.edu.in,+91-4981898178,www.coll0622.ac.in
COLL0623,Gujarat Institute of Vocational Education & Research,Gujarat,City_49,Government,Vocational,75.4,AICTE,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0623.edu.in,+91-2390820561,www.coll0623.ac.in
COLL0624,Punjab Institute of Science Education & Research,Punjab,City_44,Government,Science (PCM),82.8,NAAC Accredited,"Digital Classrooms, Labs",,Upcoming,info@coll0624.edu.in,+91-7871133534,www.coll0624.ac.in
COLL0625,Punjab Institute of Commerce Education & Research,Punjab,City_44,Government Aided,Commerce,84.1,Autonomous,"Digital Classrooms, Labs",,Open,info@coll0625.edu.in,+91-3417120987,www.coll0625.ac.in
COLL0626,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_41,Government Aided,Commerce,75.0,AICTE,"Digital Classrooms, Labs",,Open,info@coll0626.edu.in,+91-9032224445,www.coll0626.ac.in
COLL0627,Madhya Institute of Science Education & Research,Madhya Pradesh,City_33,Government,Science (PCB),69.7,AICTE,"Cultural Center, Sports",Merit-based,Upcoming,info@coll0627.edu.in,+91-9861806487,www.coll0627.ac.in
